Fri Aug 11 15:17:42 2023    stats.prof

         14279460 function calls (13935027 primitive calls) in 18.086 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     1130    0.001    0.000    0.004    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\ir_utils.py:1531(get_definition)
    20712    0.004    0.000    0.004    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numpy\core\multiarray.py:502(can_cast)
      110    0.001    0.000    0.004    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\byteflow.py:1022(op_CALL)
    17378    0.004    0.000    0.004    0.000 {built-in method time.perf_counter}
     1801    0.003    0.000    0.004    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\controlflow.py:382(_dfs)
     1056    0.001    0.000    0.004    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\typing\listdecl.py:114(generic)
  1151/65    0.001    0.000    0.004    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\sympy\core\basic.py:1550(walk)
        1    0.000    0.000    0.004    0.004 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\sympy\combinatorics\permutations.py:1(<module>)
       14    0.000    0.000    0.004    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\codegen.py:1266(_check_llvm_bugs)
      162    0.000    0.000    0.004    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\cpython\numbers.py:592(real_mul_impl)
     2636    0.002    0.000    0.004    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\bytecode.py:177(_patched_opargs)
       23    0.000    0.000    0.004    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\codegen.py:1246(_pass_manager_builder)
       13    0.000    0.000    0.004    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\typed_passes.py:541(run_pass)
      156    0.000    0.000    0.004    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\removerefctpass.py:44(valid_output)
        3    0.000    0.000    0.004    0.001 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\np\ufunc\array_exprs.py:343(_fix_invalid_lineno_ranges)
      775    0.001    0.000    0.004    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\llvmlite\ir\values.py:1058(_to_list)
      166    0.001    0.000    0.004    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\sympy\core\evalf.py:1570(evalf)
        9    0.000    0.000    0.004    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\ir.py:90(get_lines)
4990/4752    0.003    0.000    0.004    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\byteflow.py:1837(_flatten_inst_regs)
        2    0.000    0.000    0.003    0.002 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\np\ufunc\array_exprs.py:144(_handle_matches)
       13    0.000    0.000    0.003    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\untyped_passes.py:245(run_pass)
      260    0.001    0.000    0.003    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\byteflow.py:1288(op_BINARY_OP)
       10    0.000    0.000    0.003    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\datamodel\models.py:624(from_return)
       23    0.000    0.000    0.003    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\llvm_bindings.py:36(create_pass_manager_builder)
      526    0.000    0.000    0.003    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\ssa.py:40(get)
       88    0.000    0.000    0.003    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\itanium_mangler.py:107(mangle_identifier)
       33    0.000    0.000    0.003    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\sympy\core\add.py:851(<listcomp>)
       33    0.000    0.000    0.003    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\typing\typeof.py:90(_typeof_type)
     6890    0.003    0.000    0.003    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\cpu_options.py:123(<genexpr>)
       22    0.000    0.000    0.003    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\typing\context.py:317(resolve_static_getitem)
     2648    0.002    0.000    0.003    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\errors.py:228(__enter__)
     1576    0.001    0.000    0.003    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\controlflow.py:102(add_edge)
   579/35    0.001    0.000    0.003    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\sympy\core\basic.py:1556(<listcomp>)
      200    0.001    0.000    0.003    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\interpreter.py:2182(op_LOAD_CONST)
       13    0.000    0.000    0.003    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\transforms.py:361(with_lifting)
     1120    0.003    0.000    0.003    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\sympy\core\numbers.py:149(mpf_norm)
     1060    0.001    0.000    0.003    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\byteflow.py:1577(make_temp)
        8    0.000    0.000    0.003    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\functools.py:774(_find_impl)
3903/1207    0.001    0.000    0.003    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\sympy\core\expr.py:458(<genexpr>)
     5296    0.003    0.000    0.003    0.000 {method 'isatty' of '_io.TextIOWrapper' objects}
       13    0.002    0.000    0.003    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\ir_utils.py:2008(raise_on_unsupported_feature)
     2562    0.001    0.000    0.003    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\byteflow.py:1573(advance_pc)
       13    0.000    0.000    0.003    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\compiler.py:640(define_untyped_pipeline)
  154/152    0.000    0.000    0.003    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\sympy\core\mul.py:1284(_eval_is_infinite)
      115    0.000    0.000    0.003    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\callconv.py:839(type_may_always_need_nrt)
     1113    0.002    0.000    0.003    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\warnings.py:181(_add_filter)
      110    0.000    0.000    0.003    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\interpreter.py:2325(op_CALL)
      178    0.001    0.000    0.003    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\sympy\core\mul.py:1277(_eval_is_finite)
        8    0.000    0.000    0.003    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\functools.py:732(_compose_mro)
        1    0.000    0.000    0.003    0.003 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\np\arrayobj.py:5098(get_first_item)
      689    0.002    0.000    0.003    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\cpu_options.py:115(<dictcomp>)
     2704    0.002    0.000    0.003    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\ir.py:194(with_lineno)
      270    0.001    0.000    0.003    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\llvmlite\ir\instructions.py:687(__init__)
       13    0.000    0.000    0.003    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\transforms.py:524(find_setupwiths)
      120    0.000    0.000    0.003    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\typing\context.py:217(_resolve_builtin_function_type)
        1    0.000    0.000    0.003    0.003 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\typing\templates.py:1104(method_impl)
        1    0.000    0.000    0.003    0.003 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\cpython\unicode_support.py:1(<module>)
     1171    0.002    0.000    0.003    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\re\__init__.py:272(_compile)
        4    0.000    0.000    0.003    0.001 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\pythonapi.py:130(read_const)
     1095    0.001    0.000    0.003    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\typing\templates.py:1226(register)
        4    0.000    0.000    0.003    0.001 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\pythonapi.py:1195(nrt_adapt_ndarray_to_python)
     2989    0.003    0.000    0.003    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\utils.py:378(__setitem__)
        4    0.000    0.000    0.003    0.001 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\base.py:576(get_getattr)
       97    0.000    0.000    0.003    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\llvmlite\binding\ffi.py:345(__exit__)
      333    0.000    0.000    0.003    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\llvmlite\ir\values.py:452(_to_string)
        2    0.000    0.000    0.003    0.002 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\sympy\core\add.py:1254(__neg__)
       13    0.000    0.000    0.003    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\byteflow.py:75(__init__)
     2648    0.002    0.000    0.003    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\errors.py:232(__exit__)
      357    0.001    0.000    0.003    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\llvmlite\ir\instructions.py:550(<listcomp>)
      312    0.002    0.000    0.003    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\mpmath\libmp\libmpf.py:1153(to_digits_exp)
       13    0.000    0.000    0.003    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\byteflow.py:1851(__init__)
       98    0.000    0.000    0.003    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\typing\npydecl.py:159(<listcomp>)
       66    0.003    0.000    0.003    0.000 {built-in method io.open}
     5708    0.002    0.000    0.003    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\sympy\core\numbers.py:2284(__hash__)
        1    0.000    0.000    0.003    0.003 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\np\random\distributions.py:1(<module>)
        3    0.000    0.000    0.003    0.001 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\np\ufunc\array_exprs.py:413(generate)
     1011    0.003    0.000    0.003    0.000 {built-in method builtins.print}
1063/1059    0.001    0.000    0.003    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\llvmlite\ir\types.py:121(_to_string)
       13    0.001    0.000    0.003    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\transforms.py:529(find_ranges)
     1134    0.001    0.000    0.003    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\sympy\core\numbers.py:1463(__hash__)
     2566    0.002    0.000    0.003    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\byteflow.py:1664(get_top_block)
        1    0.000    0.000    0.003    0.003 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\sympy\multipledispatch\core.py:58(_)
        1    0.000    0.000    0.003    0.003 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\cpython\setobj.py:1(<module>)
    13168    0.003    0.000    0.003    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\analysis.py:40(<genexpr>)
       37    0.000    0.000    0.003    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\llvmlite\binding\targets.py:9(get_process_triple)
      200    0.000    0.000    0.003    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\sympy\core\containers.py:73(__add__)
       13    0.000    0.000    0.003    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\bytecode.py:274(dump)
     1545    0.002    0.000    0.003    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\typing\context.py:469(_insert_global)
      196    0.000    0.000    0.003    0.000 <frozen importlib._bootstrap>:392(cached)
        4    0.000    0.000    0.003    0.001 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\cpython\listobj.py:106(guard_index)
     1220    0.001    0.000    0.003    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\typing\context.py:494(insert_global)
       62    0.000    0.000    0.003    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\pathlib.py:1036(open)
    23308    0.003    0.000    0.003    0.000 {method 'getrandbits' of '_random.Random' objects}
       33    0.000    0.000    0.003    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\sympy\core\add.py:767(<listcomp>)
      191    0.000    0.000    0.003    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\sympy\core\numbers.py:3417(__eq__)
       13    0.000    0.000    0.003    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\ssa.py:160(_run_block_analysis)
     1164    0.000    0.000    0.003    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\sympy\core\mul.py:1293(<genexpr>)
      979    0.002    0.000    0.003    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\extending.py:62(overload)
       62    0.000    0.000    0.003    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\importlib\metadata\__init__.py:945(_normalized_name)
       26    0.002    0.000    0.003    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\ir_utils.py:1541(build_definitions)
        3    0.000    0.000    0.003    0.001 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\typing\context.py:399(resolve_value_type_prefer_literal)
        1    0.000    0.000    0.003    0.003 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\sympy\multipledispatch\dispatcher.py:178(add)
      108    0.000    0.000    0.003    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\typing\templates.py:1275(decorator)
        1    0.000    0.000    0.003    0.003 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\runtime\nrtdynmod.py:181(create_nrt_module)
      221    0.002    0.000    0.003    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\sympy\core\basic.py:1920(_exec_constructor_postprocessors)
  628/622    0.000    0.000    0.003    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\sympy\core\mul.py:1285(<genexpr>)
        1    0.000    0.000    0.003    0.003 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\sympy\multipledispatch\dispatcher.py:222(reorder)
       13    0.000    0.000    0.003    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\untyped_passes.py:140(run_pass)
