Temperature (K),Resistivity (uOhm-cm)
2.01242203712463,-0.0417906244332997
3.09192900657654,-0.0583792747156503
4.10809307098389,-0.0290299812161793
5.10724325180054,-0.0567838742935108
6.13958911895752,0.047213794599057606
7.11346683502197,0.0660356581209663
8.17867965698242,-0.0561464156679759
9.13743839263916,-0.0188217330253702
10.1643484115601,0.0229688894656554
11.1562971115112,-0.0271161774950081
12.1534955978394,0.000638080244278216
13.1725469589233,0.0583794218429103
14.1142042160034,0.0701830068463834
15.1625104904175,0.0331774665684372
16.1329681396484,0.004147214465722681
17.1527198791504,-0.041152033613728004
18.1587997436523,-0.017864491995177
19.1273155212402,0.0031899407203506997
20.1722633361816,0.0277540659397229
21.1868270874023,-0.058060767990524904
22.2311443328857,0.0551880839598538
23.2067142486572,-0.0290297982782413
24.1309768676758,-0.025839957281524297
25.1869617462158,0.0823045105515101
26.2037055969238,0.18119652422975402
27.2031707763672,7.0201145899210795
28.1754741668701,18.3188830414847
29.166459274292,28.432693520691497
30.183517074585,30.301355828800197
31.1566287994385,31.4211175344025
32.1753448486328,32.7002135837422
33.1848243713379,33.6887916753802
34.1817489624023,35.0061086948859
35.1549842834473,36.021433858141094
36.1717910766602,37.306161942879605
37.1731750488281,38.346224405784
38.142244720459,39.179195330991
39.1490287780762,40.0327000397121
40.1558494567871,40.7543568456641
41.1343185424805,41.6316436902663
42.1459632873535,42.3858680504327
43.1573066711426,43.1473379319049
44.1476638793945,43.9425731757733
45.1553077697754,44.6619740847884
46.1364570617676,45.505436894779606
47.1386207580566,46.251963261475
48.1462875366211,47.013268065190395
49.1606727600098,47.8487922261856
50.1728897094727,48.594804465168295
51.1635665893555,49.3702353504304
52.146068572998,50.137761397803295
53.1682716369629,50.901686562298295
54.1743545532227,51.7281105633334
55.1358963012695,52.4259121417468
56.1847869873047,53.287177493930905
57.1822273254395,54.0220390287683
58.1369064331055,54.761794224098004
59.178914642334,55.6231709540457
60.1451202392578,56.3054323510913
61.2080001831055,57.1891383337705
62.1469909667969,57.9261677572227
63.1490623474121,58.539932824042296
64.1515411376953,59.3602419869618
65.164697265625,60.2620001173579
66.1832946777344,60.9494525137469
67.1995758056641,61.6895915645836
68.1721084594727,62.51738292655679
69.1624893188477,63.30602997681401
70.1636428833008,64.0257779468963
71.1543655395508,64.7891203670206
72.1736312866211,65.580261483629
73.1947830200195,66.3033746532857
74.1594650268555,67.1204021499536
75.1740081787109,67.9121816998146
76.1540603637695,68.6211101157097
77.1703887939453,69.4346321961542
78.1865753173828,70.2130911643667
79.2104354858398,70.9844756556961
80.1545700073242,71.706909619883
81.161018371582,72.4387261662167
82.1929809570313,73.25460110191929
83.2060943603516,74.0298539816483
84.1897338867188,74.7920756630254
85.1388977050781,75.4837315755494
86.2009902954102,76.33287465148891
87.2247360229492,77.1755816837979
88.1846221923828,77.87587633411819
89.1776016235352,78.6560566854463
90.1715133666992,79.35079438091391
91.1959320068359,80.211494888725
92.1615615844727,81.0458595276446
93.1851623535156,81.7734317856262
94.1340042114258,82.4558204715445
95.1407897949219,83.2068039376763
96.1631286621094,84.02379463990441
97.1609405517578,84.769631856687
98.1876556396484,85.6124791056449
99.2081008911133,86.432796224119
100.169122314453,87.1851291511912
101.170236206055,87.9547992205152
102.156886291504,88.7222894678927
103.161047363281,89.470952895429
104.197164916992,90.28346760377879
105.217835998535,91.1012111003561
106.174847412109,91.9135169753989
107.160417175293,92.5618369934037
108.185009765625,93.3802984787792
109.166314697266,94.1587017581097
110.185079956055,94.9681297112943
111.146894836426,95.6430650370442
112.184426879883,96.5255548143217
113.17300567627,97.2814398965002
114.210171508789,98.1476665313902
115.171298217773,98.81569643579121
116.192904663086,99.6475491083618
117.184579467773,100.4558672616
118.133757019043,101.2274585974
119.148403930664,102.0494980934
120.18724822998,102.8030999314
121.192869567871,103.6314422156
122.173286437988,104.4143065721
123.137324523926,105.1958642288
124.176475524902,105.98034754070001
125.182041931152,106.7951793043
126.163275146484,107.6018685579
127.161909484863,108.4007355124
128.170043945313,109.21777892019999
129.181274414063,110.06988046789999
130.212280273438,110.89076243080001
131.194430541992,111.60004188549999
132.183724975586,112.4568212994
133.196527099609,113.23686740069999
134.158267211914,113.9633228977
135.178680419922,114.8625730396
136.198251342773,115.6989245782
137.174456787109,116.5175252858
138.169122314453,117.2550350259
139.207202148437,118.0943002864
140.178210449219,118.8514045573
141.159039306641,119.7125873706
142.177941894531,120.575840617
143.204284667969,121.4084789006
144.164041137695,122.135248642
145.146075439453,123.02375480740001
146.189822387695,123.86978825599999
147.172915649414,124.61950778340001
148.188302612305,125.4952094837
149.196334838867,126.28566343930001
150.180380249023,127.10168058050002
151.161260986328,127.9441658518
152.159042358398,128.7601074152
153.14921875,129.5731989013
154.142602539062,130.41245421739998
155.15110168457,131.21747877110002
156.20322265625,132.0936558159
157.153930664063,132.8814605718
158.216793823242,133.8064310215
159.155169677734,134.54267582830002
160.178451538086,135.4564806572
161.185284423828,136.2540269897
162.168115234375,137.1282966902
163.196905517578,137.962343107
164.184811401367,138.74758219650002
165.158941650391,139.5590427939
166.174859619141,140.43984599360002
167.175106811523,141.35316951139998
168.141494750977,142.1423247227
169.153768920898,142.9678149406
170.188940429688,143.9254349861
171.181643676758,144.7342185394
172.196585083008,145.6102205619
173.137826538086,146.3822633754
174.204718017578,147.3727895835
175.155184936523,148.14292704160002
176.190228271484,149.0379130062
177.152301025391,149.7937065995
178.189294433594,150.6820795094
179.172741699219,151.5108195712
180.209603881836,152.4534911298
181.18857421875,153.3296283967
182.177624511719,154.1402457053
183.141027832031,155.0299014484
184.16025390625,155.838804335
185.183865356445,156.75431364140002
186.226287841797,157.6795426466
187.15732421875,158.5128114079
188.203634643555,159.3675621553
189.192953491211,160.1877360738
190.171347045898,161.1497097966
191.173452758789,161.9604285385
192.163903808594,162.8594380248
193.144931030273,163.7069710954
194.20908203125,164.6283834233
195.156295776367,165.43798043200002
196.191091918945,166.41656933049998
197.188650512695,167.2989357967
198.183874511719,168.1204263594
199.185269165039,168.9959669598
200.224829101563,170.0071935208
201.178964233398,170.82039439570002
202.188049316406,171.6267455382
203.17434387207,172.6131786134
204.126916503906,173.3656189405
205.173352050781,174.2667286932
206.204635620117,175.2217174391
207.156112670898,176.09741317279997
208.136666870117,176.93646959999998
209.191149902344,177.91188821
210.164462280273,178.7181319524
211.152633666992,179.65019676789998
212.134225463867,180.5401687442
213.18515625,181.5160885541
214.152868652344,182.2602590822
215.236001586914,183.38913238389998
