cost,Tzmultvalue,invtau_iso,invtau_aniso
4.083783718585198,0.077,11.585319392305957,218.20076125573706
4.08385194584094,0.07700001490116119,11.585319392305957,218.20076125573706
4.08378365593251,0.077,11.585319407207118,218.20076125573706
4.083783710902274,0.077,11.585319392305957,218.20076127063822
2127.2223801117934,-0.9329995677482386,11.586246868979092,218.20087498960282
2127.388211622705,-0.9329995528470774,11.586246868979092,218.20087498960282
2127.222380107086,-0.9329995677482386,11.586246883880253,218.20087498960282
2127.222380110742,-0.9329995677482386,11.586246868979092,218.20087500450398
3.1855517996786946,0.07679245457142729,11.585319582893705,218.2007612791083
3.1856125222033507,0.07679246947258848,11.585319582893705,218.2007612791083
3.185551744039575,0.07679245457142729,11.585319597794866,218.2007612791083
3.185551792859653,0.07679245457142729,11.585319582893705,218.20076129400945
1.618999813116229,0.07632878661277584,11.565598061234667,218.19772423186512
1.6190437845580012,0.07632880151393703,11.565598061234667,218.19772423186512
1.6189997729463843,0.07632878661277584,11.565598076135828,218.19772423186512
1.6189998082079882,0.07632878661277584,11.565598061234667,218.19772424676628
0.015193207198906737,0.07518693648754816,11.491247184054872,218.18379319523933
0.015192837572615605,0.07518695138870936,11.491247184054872,218.18379319523933
0.015193207172259944,0.07518693648754816,11.491247198956033,218.18379319523933
0.015193207238497502,0.07518693648754816,11.491247184054872,218.1837932101405
0.014504024463103726,0.07521900779798227,11.516094907087457,218.18401987932262
0.014504087278807533,0.07521902269914346,11.516094907087457,218.18401987932262
0.014504024059762716,0.07521900779798227,11.516094921988618,218.18401987932262
0.01450402445517221,0.07521900779798227,11.516094907087457,218.18401989422378
0.013281604428569191,0.07528287999773434,11.577468450464476,218.1843160082742
0.013282062809033116,0.07528289489889553,11.577468450464476,218.1843160082742
0.013281603697017065,0.07528287999773434,11.577468465365637,218.1843160082742
0.013281604377167775,0.07528287999773434,11.577468450464476,218.18431602317537
0.011144389919286991,0.07540484878082303,11.704158526129332,218.1847630520174
0.011145245151759046,0.07540486368198422,11.704158526129332,218.1847630520174
0.011144388884577694,0.07540484878082303,11.704158541030493,218.1847630520174
0.011144389824241853,0.07540484878082303,11.704158526129332,218.18476306691855
0.007746613904183073,0.07564200578775981,11.962284285278557,218.18550107809324
0.007747844023970798,0.07564202068892101,11.962284285278557,218.18550107809324
0.007746612630641422,0.07564200578775981,11.962284300179718,218.18550107809324
0.007746613767824789,0.07564200578775981,11.962284285278557,218.1855010929944
0.004202058172428909,0.07600126476631305,12.370683967549162,218.18645869214316
0.004203363440705158,0.07600127966747425,12.370683967549162,218.18645869214316
0.004202056953121786,0.07600126476631305,12.370683982450323,218.18645869214316
0.004202058027725134,0.07600126476631305,12.370683967549162,218.18645870704432
0.002424878417430216,0.07620813943693064,12.622020289947768,218.1868854963156
0.002425726644849656,0.07620815433809183,12.622020289947768,218.1868854963156
0.00242487765097739,0.07620813943693064,12.62202030484893,218.1868854963156
0.002424878323355985,0.07620813943693064,12.622020289947768,218.18688551121676
0.0016441790930411654,0.07633894847453047,12.792000606689605,218.18707463096692
0.0016443771538075488,0.07633896337569167,12.792000606689605,218.18707463096692
0.0016441789157170144,0.07633894847453047,12.792000621590766,218.18707463096692
0.001644179071123002,0.07633894847453047,12.792000606689605,218.18707464586808
0.001599952207487499,0.07637094153922858,12.834497108982804,218.18710980898757
0.0015999635722570966,0.07637095644038977,12.834497108982804,218.18710980898757
0.0015999521964711579,0.07637094153922858,12.834497123883965,218.18710980898757
0.0015999522063069793,0.07637094153922858,12.834497108982804,218.18710982388873
0.0015993762870951164,0.0763763946936101,12.841247203990163,218.18711425776624
0.001599374063300899,0.0763764095947713,12.841247203990163,218.18711425776624
0.0015993762886958402,0.0763763946936101,12.841247218891324,218.18711425776624
0.0015993762874268458,0.0763763946936101,12.841247203990163,218.1871142726674
0.0015993238230416758,0.07637780621807981,12.842872405457701,218.18711128001243
0.0015993225585152837,0.076377821119241,12.842872405457701,218.18711128001243
0.0015993238240616524,0.07637780621807981,12.842872420358862,218.18711128001243
0.0015993238232681855,0.07637780621807981,12.842872405457701,218.1871112949136
0.001599313344667638,0.07637819745386731,12.843299597660652,218.1871045540534
0.001599313222528811,0.07637821235502851,12.843299597660652,218.1871045540534
0.0015993133447740366,0.07637819745386731,12.843299612561813,218.1871045540534
0.0015993133447677523,0.07637819745386731,12.843299597660652,218.18710456895457
0.0015993133604513645,0.07637819445135212,12.843293410523039,218.18709835612253
0.0015993133651137283,0.07637820935251331,12.843293410523039,218.18709835612253
0.0015993133604481624,0.07637819445135212,12.8432934254242,218.18709835612253
0.001599313360537278,0.07637819445135212,12.843293410523039,218.1870983710237
0.0015993133456070328,0.07637819691538586,12.84329848803801,218.18710344249507
0.0015993132462098435,0.07637821181654705,12.84329848803801,218.18710344249507
0.0015993133456934684,0.07637819691538586,12.843298502939172,218.18710344249507
0.0015993133457043365,0.07637819691538586,12.84329848803801,218.18710345739623
0.0015993133447859647,0.07637819734892824,12.843299381417802,218.18710433743334
0.0015993132270789006,0.07637821225008944,12.843299381417802,218.18710433743334
0.0015993133448884357,0.07637819734892824,12.843299396318963,218.18710433743334
