LSCO 2601C, x = 22%
T=30 K, B = 45.0 T, theta= -14 to 99, phi = 0
Fixed parameters:
T=0.19,T1multvalue=-0.134,T11multvalue=0.067,mumultvalue=0.805
h_func_val =  strength*np.exp(-(deltak[:,0]**2 + deltak[:,1]**2)/(spread_xy**2))*((np.cos(2*theta)**2)**angular_var)
cost,Tzmultvalue,invtau_iso,strength,spread_xy,angular_var
0.03182246354309461,0.0645,10.0,250.0,0.2,2.0
0.03123061530059391,0.0645000149011612,10.0,250.0,0.2,2.0
0.03182246405904588,0.0645,10.000000014901161,250.0,0.2,2.0
0.03182246361620788,0.0645,10.0,250.00000001490116,0.2,2.0
0.031822607731769904,0.0645,10.0,250.0,0.2000000149011612,2.0
0.03182246354309461,0.0645,10.0,250.0,0.2,2.0
0.03123061530059391,0.0645000149011612,10.0,250.0,0.2,2.0
0.03182246405904588,0.0645,10.000000014901161,250.0,0.2,2.0
0.03182246361620788,0.0645,10.0,250.00000001490116,0.2,2.0
0.031822607731769904,0.0645,10.0,250.0,0.2000000149011612,2.0
0.03182245681481909,0.0645,10.0,250.0,0.2,2.000000014901161
736.8220504802415,1.074499969961156,9.999999119519622,249.99999987523086,0.19975393935935754,2.0000114819265904
736.1795998984322,1.0744999848623171,9.999999119519622,249.99999987523086,0.19975393935935754,2.0000114819265904
736.822050479636,1.074499969961156,9.999999134420783,249.99999987523086,0.19975393935935754,2.0000114819265904
736.8220504789734,1.074499969961156,9.999999119519622,249.99999989013202,0.19975393935935754,2.0000114819265904
736.8220479710318,1.074499969961156,9.999999119519622,249.99999987523086,0.19975395426051873,2.0000114819265904
736.8220505401414,1.074499969961156,9.999999119519622,249.99999987523086,0.19975393935935754,2.0000114968277516
0.14835142237959736,0.0649646651615561,9.999999999594921,249.9999999999426,0.19999988679622702,2.000000005282427
0.14273333033496152,0.0649646800627173,9.999999999594921,249.9999999999426,0.19999988679622702,2.000000005282427
0.1483514143480836,0.0649646651615561,10.000000014496083,249.9999999999426,0.19999988679622702,2.000000005282427
0.14835142168015744,0.0649646651615561,9.999999999594921,250.00000001484375,0.19999988679622702,2.000000005282427
0.1483500795878997,0.0649646651615561,9.999999999594921,249.9999999999426,0.1999999016973882,2.000000005282427
0.14835148677077614,0.0649646651615561,9.999999999594921,249.9999999999426,0.19999988679622702,2.000000020183588
0.030511209769830874,0.06452155106887203,9.999999999981213,249.99999999999733,0.1999999947496337,2.000000000244998
0.031047481702347446,0.06452156597003322,9.999999999981213,249.99999999999733,0.1999999947496337,2.000000000244998
0.030511209678027597,0.06452155106887203,10.000000014882374,249.99999999999733,0.1999999947496337,2.000000000244998
0.030511209788088835,0.06452155106887203,9.999999999981213,250.0000000148985,0.1999999947496337,2.000000000244998
0.030511248247196095,0.06452155106887203,9.999999999981213,249.99999999999733,0.2000000096507949,2.000000000244998
0.030511208096095782,0.06452155106887203,9.999999999981213,249.99999999999733,0.1999999947496337,2.000000015146159
