LSCO 2511A, x = 24%
T=25 K, B = 45 T, theta= -14 to 99
Fixed parameters:
T=0.19,T1multvalue=-0.132,T11multvalue=0.066,mumultvalue=0.81
cost,Tzmultvalue,invtau_iso,invtau_aniso
13.678957659155369,0.10491361694456552,14.04683404951196,189.85506941378708
13.678957603620278,0.10491361694456552,14.04683406441312,189.85506941378708
13.678957650815168,0.10491361694456552,14.04683404951196,189.85506942868824
10.168170498296934,0.10491361694456552,15.045633530995277,190.00506806640988
10.168170451338526,0.10491361694456552,15.045633545896438,190.00506806640988
10.168170491000357,0.10491361694456552,15.045633530995277,190.00506808131104
4.399850675200916,0.10491361694456552,17.23825570290688,190.37700391933322
4.399850645498217,0.10491361694456552,17.23825571780804,190.37700391933322
4.399850670262985,0.10491361694456552,17.23825570290688,190.37700393423438
0.10847146842599063,0.10491361694456552,21.023059879958723,191.0782143227241
0.10847146470103544,0.10491361694456552,21.023059894859884,191.0782143227241
0.10847146773686742,0.10491361694456552,21.023059879958723,191.07821433762527
0.03265007442318363,0.10491361694456552,21.56700378308923,191.18436433497575
0.032650074129652096,0.10491361694456552,21.56700379799039,191.18436433497575
0.03265007436097382,0.10491361694456552,21.56700378308923,191.18436434987692
0.032165287304412024,0.10491361694456552,21.61368864046196,191.19405105561913
0.03216528730298403,0.10491361694456552,21.61368865536312,191.19405105561913
0.03216528729629199,0.10491361694456552,21.61368864046196,191.1940510705203
0.03216496891895314,0.10491361694456552,21.61407349220562,191.19465940995403
0.03216496892052112,0.10491361694456552,21.61407350710678,191.19465940995403
0.03216496891138794,0.10491361694456552,21.61407349220562,191.1946594248552
0.032164376879977585,0.10491361694456552,21.61433171746526,191.19597971964777
0.03216437688457383,0.10491361694456552,21.61433173236642,191.19597971964777
0.03216437687297368,0.10491361694456552,21.61433171746526,191.19597973454893
0.03216325657979374,0.10491361694456552,21.6144567087437,191.19860612165365
0.032163256588073126,0.10491361694456552,21.61445672364486,191.19860612165365
0.03216325657347299,0.10491361694456552,21.6144567087437,191.19860613655482
0.03216113392211796,0.10491361694456552,21.614331925579577,191.203777706935
0.03216113393541782,0.10491361694456552,21.61433194048074,191.203777706935
0.03216113391672736,0.10491361694456552,21.614331925579577,191.20377772183616
0.03215714494227039,0.10491361694456552,21.61365873335878,191.2139694091738
0.03215714496289129,0.10491361694456552,21.61365874825994,191.2139694091738
0.0321571449382371,0.10491361694456552,21.61365873335878,191.21396942407497
0.032149773545252086,0.10491361694456552,21.611772223824598,191.23409393650772
0.03214977357697408,0.10491361694456552,21.61177223872576,191.23409393650772
0.03214977354327579,0.10491361694456552,21.611772223824598,191.23409395140888
0.03213651559745868,0.10491361694456552,21.607252726018565,191.27382188924577
0.03213651564630388,0.10491361694456552,21.607252740919726,191.27382188924577
0.032136515598654436,0.10491361694456552,21.607252726018565,191.27382190414693
0.03211354801089825,0.10491361694456552,21.59717647510323,191.35168687329787
0.03211354808595361,0.10491361694456552,21.59717649000439,191.35168687329787
0.0321135480169445,0.10491361694456552,21.59717647510323,191.35168688819903
0.032075242200589014,0.10491361694456552,21.57597967194725,191.50047361245626
0.03207524231394474,0.10491361694456552,21.57597968684841,191.50047361245626
0.03207524221370848,0.10491361694456552,21.57597967194725,191.50047362735742
0.03201171895332462,0.10491361694456552,21.534774462924357,191.76861172848896
0.032011719117274746,0.10491361694456552,21.53477447782552,191.76861172848896
0.032011718975750406,0.10491361694456552,21.534774462924357,191.76861174339012
0.03190174171961846,0.10491361694456552,21.461268646312384,192.22073488822198
0.031901741943510024,0.10491361694456552,21.461268661213545,192.22073488822198
0.03190174175298092,0.10491361694456552,21.461268646312384,192.22073490312314
0.03170060875044643,0.10491361694456552,21.333449213608326,192.9792922944434
0.03170060904442237,0.10491361694456552,21.333449228509487,192.9792922944434
0.031700608796409034,0.10491361694456552,21.333449213608326,192.97929230934457
0.03130992309320075,0.10491361694456552,21.10435089666243,194.31288132123578
0.0313099234730916,0.10491361694456552,21.104350911563593,194.31288132123578
0.031309923154194993,0.10491361694456552,21.10435089666243,194.31288133613694
0.02948634135853906,0.10491361694456552,20.18795762887886,199.64723742840525
0.029486341939278078,0.10491361694456552,20.18795764378002,199.64723742840525
0.029486341451672976,0.10491361694456552,20.18795762887886,199.6472374433064
0.024599797459126743,0.10491361694456552,16.522384557744573,220.98466185708313
0.024599796084129353,0.10491361694456552,16.522384572645734,220.98466185708313
0.02459979725159829,0.10491361694456552,16.522384557744573,220.9846618719843
