LSCO 2601C, x = 22%
T=70 K, B = 41.5 T, theta= -14 to 99, phi = 30
Fixed parameters:
T=0.19,T1multvalue=-0.134,T11multvalue=0.067,mumultvalue=0.805
cost,Tzmultvalue,invtau_iso,invtau_aniso
56.85137004789926,0.07966931585934785,14.400299362029946,189.88379903665376
56.851369908801786,0.07966931585934785,14.400299376931107,189.88379903665376
56.85137002732941,0.07966931585934785,14.400299362029946,189.88379905155492
47.80409958679744,0.07966931585934785,15.399433543379844,190.03155182904112
47.80409946174851,0.07966931585934785,15.399433558281006,190.03155182904112
47.80409956764987,0.07966931585934785,15.399433543379844,190.03155184394228
31.536892872991412,0.07966931585934785,17.513408966505473,190.44808471951652
31.536892775087225,0.07966931585934785,17.513408981406634,190.44808471951652
31.536892856980412,0.07966931585934785,17.513408966505473,190.44808473441768
7.736965247787848,0.07966931585934785,22.326834657421582,191.59692055020216
7.736965202364113,0.07966931585934785,22.326834672322743,191.59692055020216
7.736965239401013,0.07966931585934785,22.326834657421582,191.59692056510332
0.1787111066806656,0.07966931585934785,26.51382162686051,192.71755410702494
0.17871110007637722,0.07966931585934785,26.51382164176167,192.71755410702494
0.17871110535409324,0.07966931585934785,26.51382162686051,192.7175541219261
0.0010317799295415549,0.07966931585934785,27.228129723976625,192.9172104051344
0.0010317794969886464,0.07966931585934785,27.228129738877787,192.9172104051344
0.0010317798409371904,0.07966931585934785,27.228129723976625,192.91721042003556
0.0002556241177922113,0.07966931585934785,27.27822561260522,192.93133669302887
0.0002556241139028609,0.07966931585934785,27.27822562750638,192.93133669302887
0.0002556241163606774,0.07966931585934785,27.27822561260522,192.93133670793003
0.00025555397071520825,0.07966931585934785,27.27869180843059,192.93151130662744
0.0002555539708834054,0.07966931585934785,27.27869182333175,192.93151130662744
0.00025555397010954613,0.07966931585934785,27.27869180843059,192.9315113215286
0.00025555218543933916,0.07966931585934785,27.27868966669153,192.93155493838262
0.0002555521856620655,0.07966931585934785,27.27868968159269,192.93155493838262
0.00025555218484476746,0.07966931585934785,27.27868966669153,192.93155495328378
0.00025554529102426754,0.07966931585934785,27.278681099735287,192.93172946540335
0.00025554529146503286,0.07966931585934785,27.27868111463645,192.93172946540335
0.00025554529047411637,0.07966931585934785,27.278681099735287,192.9317294803045
0.0002555216603659443,0.07966931585934785,27.278646831910315,192.93242757348622
0.000255521661678694,0.07966931585934785,27.278646846811476,192.93242757348622
0.000255521659993406,0.07966931585934785,27.278646831910315,192.93242758838738
0.0002554600975393254,0.07966931585934785,27.278405286927804,192.93418702893635
0.0002554600997946645,0.07966931585934785,27.278405301828965,192.93418702893635
0.0002554600973589423,0.07966931585934785,27.278405286927804,192.9341870438375
0.000255340819083681,0.07966931585934785,27.27785377983419,192.93756443418877
0.0002553408224381503,0.07966931585934785,27.27785379473535,192.93756443418877
0.0002553408191275247,0.07966931585934785,27.27785377983419,192.93756444908993
0.00025496523002881675,0.07966931585934785,27.275647751459726,192.95107405519852
0.00025496523777898585,0.07966931585934785,27.275647766360887,192.95107405519852
0.0002549652309696498,0.07966931585934785,27.275647751459726,192.95107407009968
0.00025414406645434223,0.07966931585934785,27.269705346358553,192.98419253695513
0.000254144080651539,0.07966931585934785,27.269705361259714,192.98419253695513
0.000254144068712387,0.07966931585934785,27.269705346358553,192.9841925518563
0.00025270222532342143,0.07966931585934785,27.258659643458255,193.04269479147393
0.0002527022464443196,0.07966931585934785,27.258659658359417,193.04269479147393
0.0002527022289989101,0.07966931585934785,27.258659643458255,193.0426948063751
0.00025008845849467737,0.07966931585934785,27.23873827272515,193.14536340485836
0.000250088487336481,0.07966931585934785,27.23873828762631,193.14536340485836
0.0002500884637544555,0.07966931585934785,27.23873827272515,193.14536341975952
0.00024530211624513296,0.07966931585934785,27.20226048437608,193.33043013193065
0.00024530215411183183,0.07966931585934785,27.20226049927724,193.33043013193065
0.0002453021233620949,0.07966931585934785,27.20226048437608,193.33043014683182
0.00023655669044479326,0.07966931585934785,27.134043134102846,193.67314593318736
